Dataset di provenienza;tipo_metafora;testo;etichetta;argomento;veicolo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Negli alberghi di bassa categoria i divisori tra camere sono muri in calcestruzzo.;0;divisorio;muro;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In America del Sud molti canali sono fiumi navigabili.;0;canale;fiume;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;In magazzino le trecce in canapa sono corde che servono per legare i sacchi.;0;treccia;corda;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quegli insetti nell'angolo del muro sono tarli che aggrediscono legno.;0;insetto;tarlo;;;;;;;;;;
Dataset_MetaEducation;Nominal predicative;Quei fili sottili sono reti per catturare pesci piccoli.;0;filo;rete;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi avvocati sono squali;1;avvocato;squalo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quegli scalatori sono scoiattoli;1;scalatore;scoiattolo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni bambini sono fontane;1;bambino;fontana;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi banchieri sono vampiri;1;banchiere;vampiro;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni colleghi sono zecche;1;collega;zecca;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi giornalisti sono avvoltoi;1;giornalista;avvoltoio;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni professori sono enciclopedie;1;professore;enciclopedia;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei poliziotti sono leoni;1;poliziotto;leone;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certe acconciature sono cespugli;1;acconciatura;cespuglio;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certe fanciulle sono rose;1;fanciulla;rosa;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certe indossatrici sono bambole;1;indossatrice;bambola;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi bimbetti sono colla;1;bimbetto;colla;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni venditori sono ortiche;1;venditore;ortica;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi ladri sono gatti;1;ladro;gatto;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcune suocere sono vipere;1;suocera;vipera;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni atleti sono statue;1;atleta;statua;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi ginnasti sono burattini;1;ginnasta;burattino;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle ballerine sono libellule;1;ballerina;libellula;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle bambine sono zuccherini;1;bambina;zuccherino;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei chitarristi sono mitraglie;1;chitarrista;mitraglia;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi impiegati sono zerbini;1;impiegato;zerbino;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni neonati sono batuffoli;1;neonato;batuffolo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni cantanti sono usignoli;1;cantante;usignolo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi pesisti sono ippopotami;1;pesista;ippopotamo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei cuochi sono mongolfiere;1;cuoco;mongolfiera;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni politici sono pavoni;1;politico;pavone;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei degenti sono mummie;1;degente;mummia;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi insegnanti sono ghiaccioli;1;insegnante;ghiacciolo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi fruttivendoli sono megafoni;1;fruttivendolo;megafono;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni amici sono ancore;1;amico;ancora;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi burocrati sono fossili;1;burocrate;fossile;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni anziani sono lumache;1;anziano;lumaca;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi corridori sono lepri;1;corridore;lepre;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quegli scolari sono uragani;1;scolaro;uragano;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcune segretarie sono agende;1;segretaria;agenda;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi leader sono fari;1;leader;faro;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi scienziati sono lampi;1;scienziato;lampo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quegli eremiti sono lupi;1;eremita;lupo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle spose sono nuvole;1;sposa;nuvola;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi nasi sono uncini;1;naso;uncino;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle labbra sono canotti;1;labbro;canotto;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi bicipiti sono sassi;1;bicipite;sasso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi avvocati sono aggressivi;0;avvocato;aggressivo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quegli scalatori sono agili;0;scalatore;agile;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni bambini sono piagnucolosi;0;bambino;piagnucoloso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi banchieri sono avidi;0;banchiere;personaggio;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni colleghi sono fastidiosi;0;collega;fastidioso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi giornalisti sono invadenti;0;giornalista;invadente;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni professori sono acculturati;0;professore;acculturato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei poliziotti sono coraggiosi;0;poliziotto;coraggioso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certe acconciature sono spettinate;0;acconciatura;spettinato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certe fanciulle sono graziose;0;fanciulla;graziosa;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certe indossatrici sono belle;0;indossatrice;bella;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi bimbetti sono appiccicosi;0;bimbetto;appiccicoso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni venditori sono assillanti;0;venditore;assillante;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi ladri sono furtivi;0;ladro;furtivo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcune suocere sono arcigne;0;suocera;arcigna;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni atleti sono muscolosi;0;atleta;muscoloso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi ginnasti sono snodati;0;ginnasta;snodato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle ballerine sono aggraziate;0;ballerina;aggraziata;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle bambine sono adorabili;0;bambina;adorabile;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei chitarristi sono scalmanati;0;chitarrista;scalmanato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi impiegati sono succubi;0;impiegato;succube;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni neonati sono paffuti;0;neonato;paffuto;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni cantanti sono intonati;0;cantante;intonato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi pesisti sono corpulenti;0;pesista;corpulento;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei cuochi sono panciuti;0;cuoco;panciuto;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni politici sono vanitosi;0;politico;vanitoso;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quei degenti sono ingessati;0;degente;ingessato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi insegnanti sono severi;0;insegnante;severo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi fruttivendoli sono sguaiati;0;fruttivendolo;sguaiato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni amici sono supportivi;0;amico;supportivo;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi burocrati sono intransigenti;0;burocrate;intransigente;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcuni anziani sono lenti;0;anziano;lento;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi corridori sono scattanti;0;corridore;scattante;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quegli scolari sono indisciplinati;0;scolaro;indisciplinato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Alcune segretarie sono organizzate;0;segretaria;organizzata ;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi leader sono carismatici;0;leader;carismatico;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi scienziati sono geniali;0;scienziato;geniale;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quegli eremiti sono burberi;0;eremita;burbero;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle spose sono vaporose;0;sposa;vaporosa;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi nasi sono aquilini;0;naso;aquilino;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Quelle labbra sono siliconate;0;labbro;siliconato;;;;;;;;;;
Dataset_MetaImagery;Nominal predicative;Certi bicipiti sono tonici;0;bicipite;tonico;;;;;;;;;;
Dataset_MetaLiterary;Genitive;brividi di delizia ;1;brividi;delizia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fervore di luce ;1;fervore;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiamma di tentazione ;1;fiamma;tentazione;;;;;;;;;;
Dataset_MetaLiterary;Genitive;miraggio di felicità ;1;miraggio;felicità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vento di follia;1;vento;follia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ali di conchiglie;1;ali;conchiglie;;;;;;;;;;
Dataset_MetaLiterary;Genitive;capelli di fiamma;1;capelli;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;corde di volontà ;1;corde;volontà;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cornici di ghiaccio ;1;cornici;ghiaccio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;costellazioni di occhi ;1;costellazioni;occhi;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ebbrezza di luce;1;ebbrezza;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fame di spettri;1;fame;spettri;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fibre di sogno;1;fibre;sogno;;;;;;;;;;
Dataset_MetaLiterary;Genitive;frantumi di visione ;1;frantumi;visione;;;;;;;;;;
Dataset_MetaLiterary;Genitive;giardino di cristallo;1;giardino;cristallo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;gioia di tetti;1;gioia;tetti;;;;;;;;;;
Dataset_MetaLiterary;Genitive;grumo di pietà ;1;grumo;pietà;;;;;;;;;;
Dataset_MetaLiterary;Genitive;guance di pesca;1;guance;pesca;;;;;;;;;;
Dataset_MetaLiterary;Genitive;masso di dolore ;1;masso;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nodo di tormento;1;nodo;tormento;;;;;;;;;;
Dataset_MetaLiterary;Genitive;occhi di genziana ;1;occhi;genziana;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ritmo di disperazione;1;ritmo;disperazione;;;;;;;;;;
Dataset_MetaLiterary;Genitive;singhiozzo di felicità;1;singhiozzo;felicità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sogni di pietra ;1;sogni;pietra;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vento di volontà;1;vento;volontà;;;;;;;;;;
Dataset_MetaLiterary;Genitive;firmamento di corolle;1;firmamento;corolle;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vene di melodia;1;vene;melodia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;eco di luce;1;eco;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;frammento di natura;1;frammento;natura;;;;;;;;;;
Dataset_MetaLiterary;Genitive;recinto di dolore;1;recinto;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di menzogne;1;nebbia;menzogne;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cervello di ghiaccio;1;cervello;ghiaccio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;padiglioni di fuoco ;1;padiglioni;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;meteora di sangue ;1;meteora;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;profumo di gentilezza;1;profumo;gentilezza;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sapore di comicità ;1;sapore;comicità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di rottami;1;pioggia;rottami;;;;;;;;;;
Dataset_MetaLiterary;Genitive;carnagione di latte;1;carnagione;latte;;;;;;;;;;
Dataset_MetaLiterary;Genitive;profumo di modestia;1;profumo;modestia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ombra di dolore;1;ombra;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;incendio di orgoglio;1;incendio;orgoglio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ombra di peccato;1;ombra;peccato;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di ricchezze;1;pioggia;ricchezze;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di noia;1;nebbia;noia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bufera di cannonate;1;bufera;cannonate;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bufera di esplosioni;1;bufera;esplosioni;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bufera di fuoco ;1;bufera;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bufera di piombo;1;bufera;piombo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nuvole di polvere ;1;nuvole;polvere;;;;;;;;;;
Dataset_MetaLiterary;Genitive;torrenti di melodia;1;torrenti;melodia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lampo di poesia;1;lampo;poesia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;deserto di luce;1;deserto;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiocco di nube;1;fiocco;nube;;;;;;;;;;
Dataset_MetaLiterary;Genitive;profumo di sentimento;1;profumo;sentimento;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiamma di carità ;1;fiamma;carità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di fiori ;1;pioggia;fiori;;;;;;;;;;
Dataset_MetaLiterary;Genitive;tempesta di dolore;1;tempesta;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;semi di re;1;semi;re;;;;;;;;;;
Dataset_MetaLiterary;Genitive;corona di ghiacciai;1;corona;ghiacciai;;;;;;;;;;
Dataset_MetaLiterary;Genitive;corona di fuoco ;1;corona;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;inferno di fumo;1;inferno;fumo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;mare di cristallo;1;mare;cristallo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di sdegni;1;nebbia;sdegni;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cuore di ghiaccio;1;cuore;ghiaccio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lampo di sdegno;1;lampo;sdegno;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pensieri di fumo;1;pensieri;fumo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cuore di sasso;1;cuore;sasso;;;;;;;;;;
Dataset_MetaLiterary;Genitive;manto di luce;1;manto;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fantasmi di dolore;1;fantasmi;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;impronte di dolore;1;impronte;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di rubini;1;pioggia;rubini;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sigillo di sangue ;1;sigillo;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cielo di farina ;1;cielo;farina;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di sogno;1;nebbia;sogno;;;;;;;;;;
Dataset_MetaLiterary;Genitive;petto di fuoco ;1;petto;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;baci di fuoco;1;baci;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;profumo di poesia;1;profumo;poesia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;indigestione di gelosia ;1;indigestione;gelosia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ribellioni di orgoglio;1;ribellioni;orgoglio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fuoco di sincerità ;1;fuoco;sincerità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;onda di angoscia ;1;onda;angoscia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bocche di fuoco ;1;bocche;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiume di gloria;1;fiume;gloria;;;;;;;;;;
Dataset_MetaLiterary;Genitive;gomitolo di sangue;1;gomitolo;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;luce di gaudio;1;luce;gaudio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;paradiso di fiori ;1;paradiso;fiori;;;;;;;;;;
Dataset_MetaLiterary;Genitive;palpebra di fuoco;1;palpebra;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vertigine di fiamma ;1;vertigine;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;turbine di dolore;1;turbine;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vento di lode;1;vento;lode;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cuore di ferro;1;cuore;ferro;;;;;;;;;;
Dataset_MetaLiterary;Genitive;deserto di ghiaccio;1;deserto;ghiaccio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;torrenti di vita;1;torrenti;vita;;;;;;;;;;
Dataset_MetaLiterary;Genitive;atmosfera di piombo;1;atmosfera;piombo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;respiro di luce;1;respiro;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sospiro di natura;1;sospiro;natura;;;;;;;;;;
Dataset_MetaLiterary;Genitive;silenzio di ghiaccio;1;silenzio;ghiaccio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;aghi di pioggia ;1;aghi;pioggia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;tappeto di erbe ;1;tappeto;erbe;;;;;;;;;;
Dataset_MetaLiterary;Genitive;viso di porpora ;1;viso;porpora;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di malinconia;1;nebbia;malinconia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;grumo di nuvole ;1;grumo;nuvole;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lettera di fuoco ;1;lettera;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;mare di ricordi ;1;mare;ricordi;;;;;;;;;;
Dataset_MetaLiterary;Genitive;natura di fuoco;1;natura;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;parole di fuoco ;1;parole;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vento di pazzia ;1;vento;pazzia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;incendio di passione;1;incendio;passione;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lampo di confidenza;1;lampo;confidenza;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bocca di fiamma;1;bocca;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;membra di piombo;1;membra;piombo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;raggio di gloria;1;raggio;gloria;;;;;;;;;;
Dataset_MetaLiterary;Genitive;squilli di gloria;1;squilli;gloria;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cielo di cristallo;1;cielo;cristallo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di pietre;1;pioggia;pietre;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di rame;1;pioggia;rame;;;;;;;;;;
Dataset_MetaLiterary;Genitive;deserto di neve ;1;deserto;neve;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bottone di fuoco ;1;bottone;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di lagrime;1;pioggia;lagrime;;;;;;;;;;
Dataset_MetaLiterary;Genitive;profumo di amore;1;profumo;amore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lampo di dolore;1;lampo;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;amore di fuoco;1;amore;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;idee di sangue;1;idee;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;mari di sangue;1;mari;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vel di sangue;1;vel;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;turbine di miserie;1;turbine;miserie;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nembo di canti;1;nembo;canti;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vento di paradiso;1;vento;paradiso;;;;;;;;;;
Dataset_MetaLiterary;Genitive;febbre di orgoglio;1;febbre;orgoglio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di pugni;1;pioggia;pugni;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di sassate;1;pioggia;sassate;;;;;;;;;;
Dataset_MetaLiterary;Genitive;indigestione di lodi;1;indigestione;lodi;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di confetti;1;pioggia;confetti;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di fuoco;1;pioggia;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lingue di nebbia;1;lingue;nebbia;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cielo di fiamma ;1;cielo;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sguardo di fiamma ;1;sguardo;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;manto di gloria;1;manto;gloria;;;;;;;;;;
Dataset_MetaLiterary;Genitive;trono di gloria;1;trono;gloria;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di dolore;1;nebbia;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;esplosione di dolore;1;esplosione;dolore;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di polvere;1;pioggia;polvere;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sospiro di profumo;1;sospiro;profumo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di bombe;1;pioggia;bombe;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cielo di piombo;1;cielo;piombo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;labbra di rosa;1;labbra;rosa;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sogno di sangue ;1;sogno;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ombra di felicità;1;ombra;felicità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;mani di velluto;1;mani;velluto;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiamma di orgoglio;1;fiamma;orgoglio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vertigine di desiderio;1;vertigine;desiderio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lampo di collera;1;lampo;collera;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lampo di trionfo;1;lampo;trionfo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pioggia di sangue;1;pioggia;sangue;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nebbia di profumo;1;nebbia;profumo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;anime di profumi ;1;anime;profumi;;;;;;;;;;
Dataset_MetaLiterary;Genitive;briciole di conversazioni ;1;briciole;conversazioni;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiori di ghiaccio ;1;fiori;ghiaccio;;;;;;;;;;
Dataset_MetaLiterary;Genitive;folgore di ribellione;1;folgore;ribellione;;;;;;;;;;
Dataset_MetaLiterary;Genitive;mare di miele;1;mare;miele;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vena di ruscello ;1;vena;ruscello;;;;;;;;;;
Dataset_MetaLiterary;Genitive;vertigine di novità ;1;vertigine;novità;;;;;;;;;;
Dataset_MetaLiterary;Genitive;bufera di ferro;1;bufera;ferro;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fiume di piombo;1;fiume;piombo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ali di luce;1;ali;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;arcipelaghi di nuvole;1;arcipelaghi;nuvole;;;;;;;;;;
Dataset_MetaLiterary;Genitive;braccia di fuoco;1;braccia;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;braccia di luce;1;braccia;luce(?);;;;;;;;;;
Dataset_MetaLiterary;Genitive;cespugli di rame;1;cespugli;rame;;;;;;;;;;
Dataset_MetaLiterary;Genitive;ciglia di fuoco;1;ciglia;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;collo di fiamma;1;collo;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;cuore di fuoco;1;cuore;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;elmo di fuoco;1;elmo;fuoco;;;;;;;;;;
Dataset_MetaLiterary;Genitive;esplosioni di luce;1;esplosioni;luce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;fardello di tenebre;1;fardello;tenebre;;;;;;;;;;
Dataset_MetaLiterary;Genitive;intreccio di lampi;1;intreccio;lampi;;;;;;;;;;
Dataset_MetaLiterary;Genitive;lagrime di morte;1;lagrime;morte;;;;;;;;;;
Dataset_MetaLiterary;Genitive;macigni di voce;1;macigni;voce;;;;;;;;;;
Dataset_MetaLiterary;Genitive;nodi di fiamma;1;nodi;fiamma;;;;;;;;;;
Dataset_MetaLiterary;Genitive;occhi di porpora;1;occhi;porpora;;;;;;;;;;
Dataset_MetaLiterary;Genitive;passi di bronzo;1;passi;bronzo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;passi di piombo;1;passi;piombo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;pianure di corallo;1;pianure;corallo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;polmoni di bronzo;1;polmoni;bronzo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;rantolo di morte;1;rantolo;morte;;;;;;;;;;
Dataset_MetaLiterary;Genitive;singhiozzi di bronzo;1;singhiozzi;bronzo;;;;;;;;;;
Dataset_MetaLiterary;Genitive;soffitto di nuvole;1;soffitto;nuvole;;;;;;;;;;
Dataset_MetaLiterary;Genitive;sospiro di luna;1;sospiro;luna;;;;;;;;;;
